phrase,image,category
sea of umbrellas,94102005095004360852373793085568727692051366575642916266331773429663428175502,Figurative
sea of knowledge,64974287055334127163690981923636899414972622532060949819002142287282819092437,Partial Literal
heart sank,113036754474244334659763740871733663305362728187998636527307180055674299970138,Partial Literal
he was a chicken,1866727978357395311423843074027543484868722463744305152409105392304233384079,Partial Literal
a mighty lion,62459693721824608568861646032532866715824659093120040707260060790065139100551,Partial Literal
walking encyclopedia,1845081877422655936415674500230028165311199740507954939334548201121626846751,Figurative
blanket of flowers,28447973783361867832634043303635367775321493980546764959148441502174106224361,Partial Literal
she is a ray of sunshine,106513744427670534692684231764361461872742191173838023675324541588236568170049,Partial Literal
blanket of flowers,50244172508513125898126138435838307504575878710990157987413500931927089291038,Partial Literal
a lion on the battlefield,87340486479679945445882621279858282784640614456969205453505479307327280570066,Partial Literal
heart sank,85562100718568891862202128973384853188897414788498548837732907818823275675639,Figurative
a mighty lion,89959955618793869774407608097330056717616720432767526237702213183738641695976,Partial Literal
blanket of snow,7470334335426139912995122128424231215109893555177288567159981104052805419041,Figurative
the car is a rocket,14653225803614156612773276604490396767665147196038493394846772276366767477207,Figurative
heart sank,102462995537531904468416369740505269506337158807356312883700877256811679277837,Partial Literal
sea of umbrellas,47552677667506495489360756122015334642415196519517289237454218999120085817586,Figurative
sea of umbrellas,100647522681380248776687430506024718124144432538089850558174916165236458131436,Partial Literal
heart of stone,1831053478749893288334958081744120837403923959830441068207801056904440799298,Figurative
he drives a tank,96733595749070013362853181367247202417451654545799880253458338051350629650292,Partial Literal
sea of umbrellas,58233242473992145628904160998316240146309334046301555564099785207539579992114,Partial Literal
sea of knowledge,112525596010135868049875880326280337427495084573520042283867178395272972445290,Partial Literal
cute teddy bear,8794840103272507291107943234715839719368936449389045433551841998011240650458,Partial Literal
a lion on the battlefield,4746979852180301628936447233802997562043355464799882927728996447840181262516,Partial Literal
she was a busy bee,101051078365966050206128256295967163969866584560251297782280791709551021521839,Partial Literal
heart of a lion,87340486479679945445882621279858282784640614456969205453505479307327280570066,Partial Literal
wheels of justice,18673631560151387708298740776250103098732659845401133558719925856535065865808,Figurative
he was a chicken,23422064684616756001649087937696545074541911969427133350505879790414664472284,Figurative
eyes were fireflies,64654298232474132299180688123542912463321548049310932795835606875299235127596,Figurative
a mighty lion,82990477214469478909268381266897439574992502908033757113682792364976220396877,Figurative
light of my life,23728568171082743887504038583166309361531581317537664765713151844807530200802,Partial Literal
wheels of justice,45608210602666971392453744869113899837052825751277657308612561770058424919695,Partial Literal
he was a chicken,5232002131095004394085676212006264234095490370884736659784562125589420777230,Partial Literal
heart of gold,1449179304419101242365574356623624414168632003493781599709689619578193643031,Partial Literal
wheels of justice,53435415540791739600667987771263289768535778141201777206117897233039056622350,Partial Literal
light of my life,68788879952606310458124950105477099393143510280238249413193121972337499419866,Partial Literal
the car is a rocket,5864248961693669381043831046948492579252255371317321939472891066515530938612,Partial Literal
sea of umbrellas,41187372926419961854197907153460152671409552853928184486996195358898610882886,Partial Literal
she is a ray of sunshine,47860231135410664119071882763527413015522632974311592521040184958239774467236,Figurative
blanket of snow,110091202216469057029715158554122522453365709264410844821341231022209234114720,Partial Literal
the car is a rocket,1514924101388659879270972343154095305826280784356939599515157290809076748292,Partial Literal
the car is a rocket,73061393232486592949362455762993228050718684570792954535015901620358101861798,Partial Literal
heart sank,15859242387825437615031141820590385723943163876468758536021742534842807549639,Figurative
wheels of justice,70411677999110021160408773983411911988279539384437318178703700777955114063233,Partial Literal
she was a sly cat,23935895430045826210225504106389687518029945739544123959463513606992243769636,Partial Literal
homework is a breeze,62062939638957399445042293152727534892676256315036967391311961393395307244162,Partial Literal
blanket of flowers,53277758017062934448450965866620980140945705818150490955073615350241374385835,Partial Literal
light of my life,74001009216390658191432885961374163119082746272652662567380752633567318519623,Partial Literal
their relationship is a house on fire,52589972417685860484799656545393949890256346766708021676150733367535523816009,Partial Literal
blanket of flowers,66290089267791137092530359105224403261587472758216069318972057132242804445942,Partial Literal
sea of bees,56040772740268534053595966013191410924056215251898129621497466589024943668288,Partial Literal
sea of umbrellas,29051756781472190284388131907002572692812510296124349794286665723733458622668,Partial Literal
blanket of flowers,96432339177926453385841735298239778109114128851326275563668027505472589153939,Figurative
sea of umbrellas,50547069405759492891729008060525437078628830007799100404873830554032705877157,Figurative
sea of umbrellas,111882123336073797975497606058741710056789622829181776008481916030524081956701,Partial Literal
she is a snake,98187282382309241934917009356919274541195528647485118778775159388260201758022,Figurative
an angel,25394296240884100426099893692568782049020698444265951139591526500720435234617,Figurative
eyes were fireflies,36837761923804032831514330855570967946556200552669837519669057606912438238252,Figurative
sea of umbrellas,102041148200335040962144555030619316637281662705192990634670043427557524632206,Partial Literal
a shinning star,22686073870095035646538243394590555084594744445346222081064431495917956459637,Partial Literal
heart of a lion,53063041031318236092708542121530166690668927763048250892364575955745953655306,Figurative
heart of a lion,43346164269427196949916760758009114267386336350839281939577503869050469229871,Figurative
she is a ray of sunshine,72097819075258072570382412386587713416553881191413444595209953991711566701841,Partial Literal
homework is a breeze,14126740526396371026065824197435382639207741148142337643643955937702220810327,Partial Literal
she was a sly cat,12184915763306395049808989821974919347753506584863159044573165064928102229888,Partial Literal
light of my life,52115007458812144190550442760328070249574117772382707603814171394013951353198,Partial Literal
blanket of bullets,49363315254603841653751457468443676807788310404776869326728650663134219380739,Figurative
a mighty lion,44168112828578581294255993192313031115589673026332485781039312361226041221685,Partial Literal
blanket of flowers,92089003952969768496898027355479230703366154585508452875871888867834769087814,Figurative
he was a tiger,108198799946124296235139840421368271780603834177217176691409563612013282770867,Partial Literal
wheels of justice,107377728411076640800681016334495645635231295570399109168528543570313091431272,Partial Literal
blanket of snow,112303065898916763467389711551223480089839285155132556779958081638790255889577,Partial Literal
jungle city,92287960334181823393751412222016483793843490470749133987746542833812252246886,Partial Literal
the car is a rocket,46030429309624820668470070770517247256837478089342403378009474408233529048019,Figurative
she is a snake,75247419546128433116987268850368469362569645224917865418935901258129071098747,Partial Literal
a lion on the battlefield,14072770779467475429284436599007258757792779573713716410308694423934211202039,Partial Literal
she was a sly cat,107946343125078245513933489839615800863288380298291003217816996296775960101321,Partial Literal
a mighty lion,69947574084078340374902080913918019131603244336956245158595980387820050660285,Figurative
heart of gold,95360603051342409301078499622905557612714764508418098000568192401833601649053,Figurative
jungle city,15399909980776680438039673821034476991068138380119390137444523089035527942088,Partial Literal
eyes were fireflies,78272314054428124911101668944339836208403659475991514362697699893958807443186,Partial Literal
he is a cheetah,77076123647952014652727085576950441675665173843347413935105430453853856448589,Partial Literal
she is a ray of sunshine,109484851420714546681434003227244179566010936142827257456754872350372360619022,Partial Literal
homework is a breeze,10087351467218271457115604915961552723088399508020132767367927491200615535400,Partial Literal
house of cards,63678380397793072801904661375559490051918727517868636139095673215024745755405,Partial Literal
their relationship is a house on fire,35669485923908536072398155310630469506306099218296758306909096365878794212378,Partial Literal
sea of umbrellas,58851414017889887443564812896495748053366864956731281252012906872261870859307,Partial Literal
sea of umbrellas,70855500029406645181258547885121550019979383270510969232601476377027937563277,Partial Literal
he drives a tank,81800592215402806824197126719951850059102810171565672362967507812349477575001,Figurative
house of cards,31029733209474939498478651664146271020336633646137583543978380396123431577046,Partial Literal
he is a cheetah,10590503341814028055098888499026149943434323138777432001457133351475283730729,Partial Literal
heart of a lion,112454203887231824970871638473172724554341700061644229084245780742218799562330,Figurative
blanket of flowers,9164548016462363937875165773502009709418038232800751225279257040563335055622,Figurative
their relationship is a house on fire,38928252281756689545004091828467844217690847285295343338701367241747372622366,Partial Literal
sea of umbrellas,106933410240216358812793958737937699509035735887161296804298643381764148105521,Partial Literal
jungle city,95919774907815237404904825405811892102947341065433783976096554774816699652212,Figurative
their relationship is a house on fire,48648553377234098367663433318981446838277997626895281852427563365638235172824,Partial Literal
home was prison,29037456046003301024058891575326559657145441036475057742650281923212261120630,Partial Literal
she was a busy bee,78393151831201262013607057399662116809310093704947859104480485210309219995998,Partial Literal
heart of stone,68881558691183761535010452347685915067579841809536347516101915650866361050690,Partial Literal
sea of bees,52641989386924588015895496876186260484232661758897788232076383168065596884577,Partial Literal
blanket of flowers,47689599459908050795363502683368834226069601370026992558612480281322076953225,Figurative
blanket of flowers,39321646380376407614106003496781845887925891792104798036529849801991404392835,Figurative
wheels of justice,90231408154403607577208360664461455510689467946825818659580193944385750888895,Partial Literal
he is a fox,83469836960386162256523657103401403431061831609554417393983942622055078413716,Partial Literal
she is a ray of sunshine,68969745554271034494263965728749414014790514073901957242176920218791325003805,Partial Literal
their relationship is a house on fire,100272781822233678319763313388747122899367184173782392036761802776245735587978,Partial Literal
jungle city,92438732994330609454113614278844146918926460234865949439664218227377223736354,Partial Literal
sea of umbrellas,13895709492804894034686334065252733289669872871958321755407768911696834234192,Partial Literal
he is a fox,107693327489391995884400582130683757260523696178320381586451366178220012802175,Partial Literal
heart of gold,61486554588346556984760270609576865467088198799119805282172603330007741223129,Partial Literal
he is a fox,68343995768458597024558644510181206738334746895305553228529810097856195607268,Figurative
blanket of snow,114173511446276003190942710585145141907836072327797933153716588648649934438975,Figurative
blanket of bullets,110091202216469057029715158554122522453365709264410844821341231022209234114720,Partial Literal
the car is a rocket,97490353879502027685778434230635140255515776233860840931593858067236846794562,Partial Literal
house of cards,108631833775244808248034413277192161096907195255380860908239358751497142082731,Partial Literal
blanket of flowers,21991733103808214411989313726715129776575726414187577334815250651981547148685,Figurative
sea of knowledge,62829957341374974733663704535820583650090740801406374289001540097545892416022,Partial Literal
wheels of justice,2599764887166260093659063938350144080654276048942275857572677254859216005952,Partial Literal
blanket of snow,3743593656003780878765901078220210277313224582284624770230193528440269643929,Partial Literal
house of cards,115687624547166168042010186826316086133485399557883616920061776230449391892888,Partial Literal
he drives a tank,107353014057926658000772005338036487259573170041172848692369164410190895639157,Partial Literal
he is a cheetah,96211612846748368790255430551085171143651999948466920905485161068328082422975,Figurative
she was a sly cat,41672150896882112774820918634279103664533356399750323790242948428829836627283,Partial Literal
he was a tiger,84067308255349129577497529029006485070972643007097719715362718304229357037819,Partial Literal
blanket of bullets,76995569801181399042825148461771373078361063772615985806026373197766863653682,Figurative
blanket of flowers,77881746471872246815775106778572202930715223808572524865206657250254501451754,Partial Literal
blanket of snow,64816797395868486148002393273183976907213366718894550865063775391269354883130,Partial Literal
heart of a lion,90141049264147633555888976276479408485786620396587961056101001572932582494377,Partial Literal
eyes were fireflies,106007692204455471365715136113207909358331349217356593551947897795256570849094,Partial Literal
heart of a lion,2251175294547479980711071854219412774114132738866841735695821384368276696866,Figurative
she was a busy bee,58943716289522388832290021033774872251031447967561901988419656444576179649582,Figurative
she is a snake,85921261525405747206145087990511985831560192437772248604805746564595283318420,Partial Literal
walking encyclopedia,110447328435103467376892789148223443317070832210182081954119296811695458429114,Figurative
their relationship is a house on fire,33670058537679592873695973023929737564931339776939857365314165600720119850410,Partial Literal
their relationship is a house on fire,36454128419182506524933268867287922101481878749266078538647597411883298095293,Partial Literal
blanket of bullets,71507164618192266617040043176249635915432366847879476060986690371481273770332,Partial Literal
jungle city,85060541084049283809415599375260519298419001125210938594107475188014964892901,Figurative
he was a tiger,91758643539207595486925983961990683506664195535284031718881853779141549497751,Partial Literal
she was a busy bee,19594566428347415281312491892618489606069479640571551156668403013356437217126,Partial Literal
wheels of justice,84355726227613880657301862582963731151895395335908961112566104475493297033009,Partial Literal
sea of knowledge,66469287110527856716109039844609319625678741050833836194062917327445454439096,Partial Literal
walking encyclopedia,65813601518119714420838472850217734484878174591582339006048325985111080349056,Figurative
cute teddy bear,108198217203376746396343912282243043038190426972023347416055437775866447482476,Partial Literal
jungle city,30587341596641769566824484116161332515719519241585570805881572195444993936141,Partial Literal
walking encyclopedia,79379897408563274444599420744399731777206881673220583665239608267386907610952,Figurative
she was a busy bee,95850205708964523877299344699234561252585484872781428664180380681887665906736,Partial Literal
walking encyclopedia,79199019218227035841895044643886961610840875798784679202028950913543953823248,Partial Literal
walking encyclopedia,47023930868676306086710388036589412006319311083090376933837148399513851943015,Partial Literal
house of cards,66140266727448370321083578634318785627702043501871901891967333430253141257509,Partial Literal
she was a sly cat,88664654507786766740679079134448867143889520432100965864437283084374612259413,Partial Literal
she is a snake,65761286453694310979733498530778254717119564204705831218113161057356629226978,Partial Literal
he was a tiger,103093879308651342635100225685624711289967899085856371336099497299690312838894,Figurative
wheels of justice,82748655969512568499172896817075482341086990566306087797079690624865749386637,Partial Literal
sea of umbrellas,93455492496406443343261399729906457503923826464549037653796961950707495408714,Partial Literal
heart sank,74242022240551225146896144491786142692082801180436051970229987616701308114524,Figurative
he drives a tank,25976318623874683327270967972796411447058202620427457085993852398317439695968,Partial Literal
she was a sly cat,17218652248095587491282503807813085869051194689966808247777035443546495942501,Partial Literal
heart of gold,25656737272868696625557540402676358431825636171261095860576530628626535205957,Figurative
heart of stone,23932325636891398719687705831286918627305637224193763569113419549970596980684,Partial Literal
she is a ray of sunshine,92225286571450366369735169141041493158152185076344290098754043917172258890359,Partial Literal
an angel,27143033215592528678781914934755864213789822411925345141522418139190532696131,Figurative
sea of bees,102342475266317605614580961797740203714136303032147690911310722061295997607242,Figurative
eyes were fireflies,82230349397442834509262883580297003424027756742141229297111465057330244112428,Figurative
their relationship is a house on fire,6378304004569710978037618625951374141166682950341136581559733119536121747014,Figurative
house of cards,102548406484605121116485796759065925497473303762511684111375846361048416575716,Partial Literal
light of my life,51607066233766382098050180678019746719333157861409657380972145100621777898101,Partial Literal
he was a chicken,4314738065290739424096114861155055963205952755745999203986346282233264972706,Partial Literal
she is a ray of sunshine,71777095910554312242812579899114276832030992513817401632591798768162037448484,Partial Literal
