phrase,image,category
on the money,106785345179471578575361951925620620272901291790249278250413875931796027254409,Figurative
grease someone's palm,71786587792206810628420988520019182904641079835661404265959160716509525226010,Literal
go bananas,83915090949393951546366245362037263020228631832394975148583312044589187262779,Figurative
within an ace of,56679524514976035059290133043734350303694959865569196045210859993230254307454,Partial Literal
blow off steam,113578416892018555231406487852641535461532534197275021473132441396472206978802,Figurative
grease someone's palm,85811321382867882734107751415625070551106841871697594647151820618791418400419,Figurative+Literal
make a splash,63480392926590102903488034845407653038215712576316516189029280575356590415868,Figurative
come clean,42732418103149830966210834957916133350872324342615682898539164102270946758378,Figurative
play games,5540460479557887028943346049071870368908219036008715498268213060699997785717,Literal
long in the tooth,20337719032182237283350206248444275121167179623221845392923476177269378790782,Figurative+Literal
hold your tongue,59816599453359228843946785796418279082875687376445136951453102593387234930955,Figurative
come to think of it,34215127892566626379529461947426085512302196242258012654686599715168452902295,Figurative+Literal
throw a wobbly,23969407742860198955547285943485189116634891867462292979070077136628213304657,Figurative
put your shoulder to the wheel,30025725823958891001358337428536786070312440906352118855336538926282493250226,Figurative+Literal
sit tight,99519309312950894211472411889350429499948289520947194112924796803129719610184,Figurative
roll with the punches,40290425575871862973453855116545657071570750110709981855497015975644412846757,Figurative
keep tabs on,64224498685899981533061727999318947312176593781316275583566937903038125146014,Figurative
get a rise out of,43784031138310684701170279828693535573186944265947379205698260477121991883485,Figurative
tie the knot,23302859071055104414482448832501863777484363939060620132948993250108311945510,Figurative
pound the pavement,103693142328598772625058044343326594725035186529336248995074341740773509360832,Figurative+Literal
upset the apple cart,67365888009255937755723432070679129438760015767298796096234655818878583621151,Partial Literal
keep your head,19084053342092036904369198791870597553418801823786010493632652286085289794807,Partial Literal
hit the hay,93452405790364637931735922389879524711619436408610060559134047623146494611261,Figurative
seeing is believing,28604113226775492724441136305666279589457006572830741781947245696903751930999,Figurative+Literal
night and day,77136128447670132345742722467042661679596384775607642253903634663265811718625,Literal
on the back burner,56018417674137354897581151818391998529865463820847662369865557773618795504347,Literal
go to town,45789227410765232030522733269539564926067645212554732305867435075097139615333,Figurative+Literal
cut loose,106930357293267842182766897844650256629837752333756021747681709682375765622657,Figurative
with a will,57184577280165434911054811361182671014172591251611007047015176451514701801204,Figurative
away with the fairies,40832783266740014968285953611167047607162125797854021463832499183794244712499,Figurative
cut loose,99964166668012144676371314686627286933277245228815939495297114671437449672306,Literal
bite your tongue,72777063191304463357960743176238146024393413872868799232851552983641081360936,Literal
with a will,81173828884701983584780731700804452130910382610528767203961883629019173229283,Figurative
pick up the tab,21764118831169431984406232812075196417641219103021475903597245598381926225900,Figurative
could eat a horse,84476402376985748394072072072776308443051441099958340600357814280072929638257,Figurative+Literal
part company,48535460394695195283097169774404553090405334633406516616647122818747017489486,Figurative
on the back burner,71648299537821182642449554375601131635614284546143511379752662127980490421081,Literal
to a turn,15598976598595492930239912807287280938710199900746856284525019883263784974423,Literal
set eyes on,96158707464945877774539937184271026372166340564319782689995040115158602803526,Figurative+Literal
smoke like a chimney,25063525223852225092698398491934941950986850756868873402102606931346723040235,Figurative+Literal
kill the messenger,78627231375482402070602494233135206769128507379027470540212756339645096043575,Figurative
close but no cigar,60944618897057751132174059915531592445071353340495287965508306464418498090051,Partial Literal
brass neck,109361926287621593285632930737249127199262662463616970599839921347035322144125,Figurative+Literal
on the money,20416239607916891533877896629164185543456208051596275200023950303802329558478,Literal
fight shy of,57802465032050561090894130349192628452323351627538178668281387032380274440612,Figurative
kick up your heels,46072562298700466541150689314222507714722608507691665360645121953722411665754,Figurative+Literal
dressed to kill,93415008416632858302927637879221075583968672843782134000537505320532134077437,Figurative
ruffle someone's feathers,19008833307094569241619738290052233831475351230676192719586392729942304472694,Literal
by the book,71975391031268215581283764484929013179050119588507058102698382828262224247720,Figurative
night and day,111396409796292276708406852108510978000856392471569177094549152588244740748640,Figurative+Literal
blow off steam,56649879514216555651148761966920828329417560684203598511221249891122471665936,Figurative+Literal
out of sight,89915666847042470069112879530992629479987852657517636831332004616066542844705,Literal
round the bend,4353392002468827649784386699187583128910760276363818039479533652884950799296,Figurative
cut from the same cloth,41462376516207211481224757592833997404128544479471846009259248861026385636895,Figurative
many moons ago,66176830926345846712702442980236645070699452989779927645441088368148683497053,Partial Literal
go downhill,62217604270477459919421317353703600859370565218640032200208970469272086846228,Literal
off the wall,39406499034577912957425424289245857704789359824408827253506777352855256294004,Partial Literal
laughing stock,5438419569496642294882311863448738445970901999931606164353754080744284202022,Literal
bite someone's head off,16427563519174887246816963642320843485014088308354142800721311998317717995653,Figurative+Literal
touch wood,99511034465249228444964364938089299409867880663083333883957278673260159001521,Literal
twist someone's arm,86421679325298563966876089351163494123521711009305174013212336798026207292455,Figurative+Literal
come to terms with,85561205661652616736527355377033670713173511399290424165781328005935843594299,Figurative
fun and games,69629264349723268336180429232787461672029523883585114716026955603140176347764,Figurative+Literal
get wind of,82015787105329744914325636577350592350097197002432056525604649752661553036633,Figurative
pick up the tab,22310069181023527395434288636642581810815416785332668979346330664211823189935,Figurative
under the wire,12564949866881156239645858926198684357989995887786621544303147175442937934016,Figurative
round the bend,111950370738231649045445472439834475657160822569070525372209449737148202866529,Figurative
take up the gauntlet,69326049036552499475586177806208760648215040135174073148282175187970030120287,Partial Literal
out of the box,99826417478439289390329801489992875303209951788730232208362761024998674607944,Literal
on the skids,72543561787569117685971694001050686293228983407162119918275019706827404815883,Figurative
all wet,23732248461573575948083664702811821035206171467374308454935491992190270832501,Literal
rank and file,68410119232095215301642960588786423000706777448000716564535951950943857692782,Figurative
in your face,63237472326739224351687200137137533808820176564715747132049743002321568565035,Literal
fall between two stools,104158762072312524751775167729553442548713968796710334284992200081411413632690,Literal
fall in line,17371335835109305450309000847443391480337751353038172616258472026574891357355,Figurative+Literal
down the road,6028803058700015414026378267719529770498368371853964583437489875885555490206,Literal
move heaven and earth,1239310401521070247937014486506833788543529626957531668620076709389456731856,Literal
pick up the tab,61292261330836074588559401385895224059881416718583360087491251307590872584919,Figurative
seize the day,105283728976941541874798225099805273599666993567205811808471193900338053624516,Figurative
draw a blank,4433967666001047038128761467679420764335391459897999447129080083590642370952,Figurative
on a full stomach,86156365087935764500421301267798602039328108063951887422629417881395839034924,Figurative
make hay,32220714792152014554916383820820761741160458713069924076746087895910383950912,Partial Literal
bend someone's ear,44336694704684660746737554298053111445338639970177423933827790786363572655459,Figurative+Literal
leave someone in the lurch,47168411979930063389891245826596992047680663400551395552577677105051071674795,Figurative
out of pocket,47995784419758548008252942393449027494671319760234447678148105114990452998515,Figurative
leave someone in the lurch,105639969263725862958763059101385702956578137826504852338146079578874822960597,Literal
small potatoes,16970825183709224499402366839264094691728290157473710042620694534354900933657,Literal
throw a curve,67729121581271376803721057429048539096651789400839848261740844962147583334978,Literal
chew the fat,91415523799464914805013425297434452400634802065902335024772072402143717815475,Figurative
with a will,10181642268328383762794773542850666290128876908103482468587423979245241214889,Figurative
easy does it,59858530647467518209395386134291481003376822274131940595730929652805477213416,Figurative
make a move,114160625543584429049432248617035147106518347722395588961443050303126578766450,Figurative
on the skids,76751141547731664971120871300684797732593558996192791710427490834688349628034,Figurative
for a song,86805371423254246167148398253252621114242966747713804882010717911762568256530,Figurative
follow suit,84675996454691758003254646131294568360005829711861367380360976142337593489410,Figurative
under a cloud,17980902805652694410385326737809856379965090889058008149772830908309653626377,Figurative
prop up the bar,98251327429215927584581241666786913401966529075619428379601581221444937826842,Figurative+Literal
hit the skids,26380605042040904269105897637132837116754927279076801341202224375005303137329,Figurative
one in the eye for,68058405345137438794693847901019111925885619112119953266728466956105712998096,Figurative+Literal
dog in the manger,10721991353361463482267645489215152908570016947219443885267055719273557085697,Literal
make the grade,9834455000195734760408643756836010071140873607513124119017150928688040623084,Figurative+Literal
on the warpath,19087651648455287163083771947911763394898860815314958675040331917059697745266,Figurative+Literal
turn the screw,72054597032716185480486715003486402582946194335244632288914324224432825352024,Partial Literal
tie the knot,94918412839764425530768054981484380075706688294147636614850046330202854585305,Figurative
sitting pretty,44636086189821793439064566970813177144201282837762811626910274080817624804801,Literal
go by the board,62662156985162489381337575196694051792013911991374304793891988498962959713666,Figurative
fight fire with fire,21537773505592892565715958395899329442856146801865317191296218621449686085204,Partial Literal
six feet under,24209302566418787943854088764824847569511259600002200128921861095808078538112,Figurative
see red,26900721443302917782420024726392272594031168956021643313727703286119122016527,Literal
have the hots for,75910970576419428247676932433125246539179147193887406549832318867078362546171,Figurative
have a tiger by the tail,66425500508508452872845032393321357625033548483457200101863125985470948326470,Partial Literal
add fuel to the fire,75264348734246603562456144234375717123205172061130098340282387122133413081764,Literal
hold the purse strings,90468585698064087828233605523978949769330252097574276909434290105253161578578,Figurative
hold your horses,7040772302654127209390428555625823478127837938748224023912793752634136578189,Figurative
buy the farm,114764496679198614199903489177503077566782461544959415067976811089362282685856,Literal
from scratch,53541815071261796552200273791150028689283254745182857950001848947631089077309,Figurative
hack it,66879010048368851735494732421987494065635039526202763748906793529556135152767,Figurative
second childhood,18967552879128492598628782271413805336542479597535440557849734506368997781730,Literal
under the wire,54984062199088380555798081941755956556891941372242490581307259309159432138233,Figurative
lose your shirt,88995715203968871551084919633293909609514533444431928349414812773601988130825,Figurative
on the square,18524494146678153576654480616661425637794849050215896164768480474270679922491,Partial Literal
up a tree,73048526174107843373040530549994272649072930935745126787783713834561997682710,Figurative
take up the gauntlet,20307181417987419444290833769906701877323071576418151954785859510603886967623,Figurative
off the hook,61424767780044295143983280418366324762083164385551417617763252072774030672623,Figurative+Literal
chase rainbows,14497212059311949065803033331887180261623059955939791031803040199537389658083,Partial Literal
white hat,86787417846025674879913324746853722294839969226364213969034595523062896349153,Figurative
come up smelling of roses,112603416391859413740713035431502878652093039993800229915226038042406634100287,Figurative
on the trot,108495480217624223629791970498434201588557956018254780442919773990905165386188,Figurative
one in the eye for,84573727177369257280785518623703979864247757568213006341221557938898604555049,Partial Literal
tired and emotional,63717365233118746575237038707153982996558819014684454894219012964899572480051,Figurative
hit the road,34275656389030907494989500483333894644973911151204265117105900478873149207169,Figurative+Literal
peaches and cream,41441380555489467868157381834988551110944541556142867224671512495711411825674,Figurative
wet behind the ears,15088573921214793870402395381538235074714593361819999038612003408881779341799,Figurative
fight shy of,66456216967266678610327181871665899877859328609875828235032330480519052185770,Figurative
take to the hills,74366472925558811413362249950231288910611276511021735569988341024759558986991,Figurative
off the wall,8394815849662249856009629019707273811268821459733318327880484098902204357866,Figurative
blow someone's mind,87130070557880981757060114024737627251113936065844799511483789491662647981979,Figurative
use a sledgehammer to crack a nut,31000152197595172152728812619324281348057942437988967404570025060874421858107,Figurative+Literal
throw the book at,43365836037377644583072519238998724650409391196598130532585299858892201671811,Literal
out of pocket,91034604208190546160008011331734340399350397230471472454422922295795976729301,Figurative
hold your own,35903592834251309149856724070313871272903550548792675323425725625453982093025,Literal
go by the board,112806843954008203531296964170451850696735910064312752919870034183621395183348,Partial Literal
fun and games,77070317047049107056318999862827172868509119412787741698722411221955226962517,Figurative
out of sight,63717365233118746575237038707153982996558819014684454894219012964899572480051,Figurative
dead wood,49903033831399518516690464131298459876871739891868194420800801908196408129473,Literal
on the horn,101408429419197720589403189486089120945858493980006836585439171688139851398618,Partial Literal
blow off steam,11078969682309081600364592872773977732196685334169067245550953358184262374579,Figurative
take the bull by the horns,78396620135302211024810935351219309746041404352074047328861106805117269946264,Figurative+Literal
fast and furious,62039212966593027199343236852909632003889294754369378257256000202478271217267,Literal
wear the trousers,4102900502241585893162498358919993931709981652427066207105434949329547152396,Literal
keep your head above water,61215873015651497396735738734890539798370406195928441093050824358964003263004,Literal
cross swords,107293664454796290538811689155036207465738745847031953571311000115772395640404,Figurative
ride herd on,109603205343602083466070729428883299637539287608843829152656257162109360724758,Figurative
hold your horses,93583481280457665590180022935239385796280871335801336550498709318963462093128,Literal
on the square,25082058511063947156458004815197227984695514178448731143949506385209665252677,Figurative
run someone ragged,113401571607518186996298645358612817341487952289875046948663433641853269368658,Figurative+Literal
at sea,81503915860019768628267451476516172342078821112362077375812209820249658806524,Figurative
hang by a thread,81223941293016117584175537191910499424248186973513907665133134011997055439455,Figurative+Literal
kiss ass,36936764269935180621531788243746244148751356291906296180964029940949055795730,Figurative
get under someone's skin,99749651187359637137465433848974621436857880003729566684497962978106801712202,Figurative
from the horse's mouth,25156092498138045423852605680989926180429688317123693328389464063744091123359,Figurative+Literal
on the money,19635383636080213727216522546489911820326640212320300153808499837224951197650,Figurative
get the nod,49333227190211919282149375073060637371004259500311262764113475988948264564301,Figurative
jockey for position,55397881351626662331714735371442768592155618958614953520941231262414287963685,Figurative+Literal
get stuck in,85061632195661844497173293610691032202090912924957999057348520714444363052242,Literal
all wet,58754358231594391047892002134435592204840777429115448434635415322123257946073,Literal
head south,109972964254647002137339729367011731459704246355181090936177957432479398861860,Figurative
pop the question,52890243210675639918625727956599745403646191415559363946358561446098273769530,Figurative
greasy spoon,27905847991096728208108234342246215946766002177017290044102637219434627399030,Figurative
greasy spoon,66857501809750602385938202680111809637685373261897288819765154500140636339783,Figurative
come to think of it,5308509356463308471418073288171704819630829843477528359231349510838393822775,Literal
pull the wool over someone's eyes,33408922544797688645945072741796855825070017507079810477720591545435536690521,Figurative
fight tooth and nail,30876957138030033733633707017083631567194774771218722937753940266926424365099,Figurative+Literal
away with the fairies,82145749051912334877413306929599291720330152302308396106668829409697128248312,Figurative
grease someone's palm,75204818409259332611442709228616184418473183340390606173665535953496282078594,Figurative
see the light of day,104779020770170735643242545095248250682611445564235961662720277744725408361995,Literal
split the difference,20739146139494311619686620353832516840776698311235302365305864374308862388854,Figurative
drop the ball,73596777325961566098600759060697252283961550131937803924613441452098839792601,Figurative
out of sight,37064362342836608253093297354418447792606109135801709400077210495303624384921,Figurative
go to town,71891237275989142724293270801333532920413318801962805499156111609723319115188,Partial Literal
bite someone's head off,80653486493032010393380542442051952424065559480600371481541761043092424288182,Figurative+Literal
ride roughshod over,43702317068359959219932383541927938521344579305057465533910039094957349539741,Figurative
touch wood,53919235606731274618337766341481818460297915262943069809129975033721569656456,Literal
bounce off the walls,76475124884533753648113777370944275115077320442325109110145054967746073551196,Partial Literal
back to the drawing board,66589013914840165766330300183141163637991677871945048370172966138037288635678,Figurative+Literal
par for the course,108022703467919928351582110155535793643581498871621923470623775041182568477405,Partial Literal
go down the wrong way,40335098825963418640850374046232904079169820769851668354545622727418719591773,Figurative
hard as nails,99195682523414069290086480087301813081711593176753961375396853868878474746328,Figurative
rake over old coals,110512305613615602588926336420409467250006382414045757421930846248452969769948,Partial Literal
out of the picture,1567727757579518326456007459686805704267181379747064181238938462517422572973,Figurative
bright and early,24452707214374295961139212507433748377844098975962609614181950493855041295010,Figurative+Literal
buy the farm,93901460041756528094258473698058562824267062012295073724529481560566068042457,Partial Literal
get the boot,79384082272041559888507429302881863640342453368293499698576983077664000788567,Figurative
put paid to,48074068394737243388586306848446576727803795418937098424612180188428570543895,Figurative
sitting pretty,42727469078812866002304551559730807849313651599460997750460517026439342747109,Literal
get the boot,44266881933606676142770369893616346621185958223785042644838746417774051985613,Figurative
jockey for position,8494074709893370729140440747482333563185362510825808853125452707544670086595,Figurative+Literal
rub someone the wrong way,112460770462213620045374433140284400650681836965748824397240329676017229001931,Figurative
slap and tickle,40609533083279746313541042401593283650793028367494042735662809115021735749197,Figurative
quick on the draw,14572213099784950390352528588559784922514449510794232260312334610123120559873,Partial Literal
play for keeps,34974254396086980977275767355988101523346686303436214415167836436527423807952,Figurative
pour oil on troubled waters,41887802876076203502234652942624461511111672570186202821974908193367379190863,Partial Literal
get under someone's skin,83786430869862755343471153281886273836997244451481747782914965753796974000812,Figurative
run amok,52409815907764103173175333782364553567430245416626388050975577245665828950235,Figurative+Literal
meet someone halfway,28221265333473046172274443451363258960463289907314373005654769066423193407705,Figurative+Literal
bell the cat,8070509435658615958044823079832496502332005492503051507336829392361117828212,Partial Literal
buy the farm,28428578829584807203303677456902330394236283454592583905854113637188496989050,Figurative
take someone to task,27837392462838069322041234622343583039578531647290317004721846959972346095848,Figurative
get under someone's skin,88537551521013025189320988430137562174510082276573296298740571655903680855803,Figurative
cook someone's goose,115682156552397565224151205816583291063100690497616143829165102573824450080675,Partial Literal
slap on the wrist,70387061005733509351870628719310810490902278814404363831296929596124574560887,Figurative
part company,70883773959635896007824888522113549552549723000526709228391324833204279986425,Figurative
dot the i's and cross the t's,100216111348056861011270826708309035328249570494117645558890753089033897544266,Literal
look the other way,95000486063158612145496044634721374677326455811783736604627407647541741521590,Figurative
in the wink of an eye,100310153934490489103469419824026082219077959568134278905151818865080676086941,Figurative
tell tales out of school,63106796826101586530905876700802283294167657953522187895677649156440417810178,Figurative
pound the pavement,79246021631551320269088119227374782824350505252709370098147740533160193080364,Figurative
fit to be tied,64647553606081873050421658745988671097958368269781158959488264609398786199286,Figurative
at sea,45024373526928028688397775154588595273625664616639539550667905039310991956784,Literal
fight tooth and nail,87484660818799119859427752349154973739128254149660662956973843673558409959339,Figurative
round the clock,28407541920705307920819781009419208057001469072913871026366553057078613901300,Figurative+Literal
below the belt,112378985935619165892883696317582554866854655722017690939262154305061151307186,Figurative
pump iron,7485510986620363290907942036764331396117657187002875775533274701645626212839,Figurative+Literal
go down the wrong way,95489381891769360827993005394323087859117286694411598336857253263993601597076,Figurative
up to here,21808434911727175451638641168793476463688280070530212144851321427956234053085,Figurative
fall off the back of a lorry,23535883685757644389166595384717488438375239674038462902781503796160802258208,Partial Literal
hold your horses,95246618860440891180989917607049133522330111911818077234063844616754506215817,Figurative
pull a rabbit out of a hat,48103742097960628861931788144551074820080645103392454522989402295289625195432,Literal
keep your head above water,8191807377216902410646982331537591389068570045777180071650939127407884726540,Literal
take the fall,8570924348359410038802349906884169641618810579735158953756125115114995274964,Figurative
long in the tooth,4337413958819196384471505007629391188061382198038711953735707472604814362624,Figurative
off the wall,21033068528619062641016930022246940562948800638805499092184639975512265208910,Figurative+Literal
close to home,98494585900788265492936132558741950838310514782934292957078867889217899400838,Figurative+Literal
make a move,12678998715373838474866096123471707174005562752142134068358735808083841822448,Figurative
in the dock,99497043319143419666537615240018688037062361277649202791517881836169131885859,Figurative
sitting pretty,52117838051721501824167100673739479911439772358214818110109561864424073091188,Figurative
banana republic,19022105401234579079489118771249517956622364024086922215981054785014856462789,Partial Literal
jump on the bandwagon,85068984273036547278568126146082977463793120183836575553846111822575412850611,Partial Literal
walk all over,22425653004850201988701623843632647127930502448674022494247655346705526756442,Figurative
hold water,62069124649073801750298257615054454077126083118474310769637959501782392289249,Literal
take a bow,2360870091465376635064711887993578674475343776892284855068279229274364281609,Figurative+Literal
bite someone's head off,85742984468704876009003034165109705620544168508883415321111295203374443028400,Figurative
out of the blue,96404085128795504992774612946490654970006586299358378311737293710808078189388,Literal
split hairs,37898633653073581630520377084514998591618487134459994597101783273654180555587,Figurative
leave no stone unturned,55074667080163341998104994335186915976243213020287551017973684586803591097063,Figurative+Literal
name names,6123147688278863362743715321746319994206950832588144287398779781995002708436,Figurative
king of beasts,89726157136769698976205389916133755571074642061342096380366301292260846106680,Figurative
word of mouth,45709609857080265203440334274177076924230319164524519592223832151548486149352,Figurative+Literal
ride high,10283894810339611584025615728505537912706986707406427616464641423687683423785,Figurative+Literal
go by the board,62217902829518145040481831619778190723858890683755300763428774829771055182136,Partial Literal
laughing stock,93210529009941217008683214331304723655066061591325322072263814299783263457946,Figurative+Literal
on board,66609411057734989337915922136455633143754522703910918565211462223502800525074,Figurative+Literal
change hands,83147427043945143331039522580801794153300842703911735109714326087745053256438,Figurative+Literal
out of the picture,53589890224529806035107918330106312009901146838086274718351122533952741955436,Figurative
stick to your guns,21034083933924284669250203183184019376559069345279524066043178423192519333015,Figurative+Literal
take a leaf out of someone's book,28621636784818740186879803230273086748480581713049020592277204202204581226271,Figurative
in business,57049692881013152339556484062377694582369700949259730132236755889072534775911,Figurative+Literal
on the trot,48284856268232352007368011859486232241016598515271194088470689626090302862351,Figurative
go by the board,66826539225137649899207355263352235505367888479591634397274320033866121704735,Literal
away with the fairies,57151374849338596063030235260027415106357016703565842737996143508029432006938,Figurative
shrinking violet,113470345738434932038269032791517920720873575384504629053058590140364021314159,Figurative+Literal
shrinking violet,18484853895220380552513859743973086020376179853893809240560654459453807437356,Figurative
draw a blank,30353577814035529222937599375432588175229233087965590482829884180158900778854,Figurative
down the tubes,69576486554140924545648092394318174121972202911057141445656252792177020618512,Figurative
in your face,113986069292459570598849828167270397922173166889680234320078130661690950295410,Partial Literal
hit the skids,15205060207896635130318609842019233878293187153863050251688106401378755715685,Figurative
larger than life,109861525627295264895214333498431968973080171693289949772220437163473319498867,Figurative
behind someone's back,105811502063960134664826565597910071043085302257689666206902191719090951679550,Figurative+Literal
come a cropper,77883559509091311999018527289816587973381109636602959923284620121217883885236,Figurative
birds of a feather,113594521631987759057051342687709180483001189495046271386044190205361199103421,Partial Literal
the ball is in someone's court,97696126718011083479540855903457215369050426619978217264294830517354886303588,Literal
hard as nails,7356452524598643918563347401579984338212013997995177776796705359612398110270,Figurative
have a heart,105851037732047794663556479356984921955153637472142274309345177628963901901672,Literal
let sleeping dogs lie,59884452758924596207572701060686793560604687393593971154994916278710266493129,Figurative
pull the plug,49437109032794062572127775560966195231582498750511635734801318386923884516042,Literal
on the wagon,87448662733572838295375476999488556736705508211270531033766084301734838847175,Literal
rattle someone's cage,24032510278621718999820483660632713111909383056226092004921864105911810908940,Figurative+Literal
slow burn,109667444920767536987149420688035445705853712156828058879187056790551273246378,Figurative
take a dive,70207879145873183606433307176675418642241618823976037583705473105290389797575,Figurative
spit feathers,85950272288013801813000598697619787252736892289407669016829931029885063452079,Figurative
laughing stock,32955241917408685641816223983134744273552459830462766103967217479957152891814,Figurative
call someone's bluff,72752630042597371113031366065938638140165298756964867821917418251531062340651,Figurative+Literal
lose your shirt,39730211371934937684562561690460847545277470516656498408564511863124012181026,Figurative
rub someone the wrong way,29246781621136203366421170231690794794157513724117181407700962859948245041361,Figurative
bounce off the walls,79445276231361044839959099300103842672905149927144519650054185341767369881962,Figurative
prop up the bar,4025488446885014009453849041716107552676100320076011349557075021091327798721,Figurative+Literal
heads will roll,32967313379712245226124296173499178510479001044008080973417358941317987014822,Figurative+Literal
make a move,68336340799703975218060571835554923484286910550424405591820019639913606044047,Figurative
body blow,13717523865491260719697902201751557706737105004478247445675137009386677883529,Figurative
make ends meet,100098865813935743867716831682014076632753989666480473058366692426602868850945,Figurative
tired and emotional,61417330300817840494722745269688194282962444186015589088590843417564892098341,Figurative
fair and square,26784516202972990744910213272968120368557649111041889018938058646546801113825,Figurative+Literal
one of those things,70091007923696659964936437969233834252009002624500365156758787833342505441130,Figurative
pound the pavement,114282307242799048941563542463844498556367137745704881709628153137114742664642,Figurative+Literal
on top of the world,72476246367219788501401547341553365110789699025585709819127668174840497069479,Figurative
whoop it up,100119799988651006398182403705347956392660022614736438875000229661343708953403,Figurative
catch a cold,23225179201727292006782807688587721432952302910378746251550447166599747667479,Figurative
split hairs,104916715871488863410356952502123120662531632371589793069440533156120081370442,Figurative
come a cropper,4433967666001047038128761467679420764335391459897999447129080083590642370952,Figurative
give someone the eye,10990670136340739616816978751903987365905386630871013449842280753610017042869,Partial Literal
batten down the hatches,31263331264284545103850378386452243810331223262758498377456657700562674317200,Literal
take someone to the cleaners,112820574593718323597977741434984022548704655556951566609438458554949586413715,Partial Literal
on paper,90182427155466371251291504789687874981480264878785725412048119335489219342720,Literal
no holds barred,78008680414289541780082955616981659088226225240965612813488083284144777220534,Figurative
in your face,80229900282844392559942027355705573527342803449388424783868162707362672226587,Figurative+Literal
hang tough,109752022286063430523787379728681505864228271189057355026841454682875332703263,Figurative
high and dry,21899096484421222851601080872567820321492647069997344543390403300290070783080,Figurative+Literal
give someone the slip,77520441405404872358896881813560372405324018627574750373727791952653116058772,Figurative
chew the fat,26292455219215750259883284788075011523088722322294050208386730939823171125885,Figurative
in no uncertain terms,111092724791029197787057887401836146313588496666124182220616097705165332635908,Figurative
with bated breath,11374375497812440352288063504846351208290701910131979138629208946103168645464,Literal
throw good money after bad,111909177272730559793830111866536979747203536044569978451839904509876233397030,Figurative+Literal
muddy the waters,50144587788149749465150223260584915474837147697666371412373156466187739270443,Figurative
throw someone to the wolves,5482308806319349539005762599547212757930137537471088425914374915170235859370,Partial Literal
light at the end of the tunnel,114121792998595493029336915111518624125015580151399191083338933140150678261293,Figurative
smell a rat,11002390639445807889657781710801128077388880469725634013284481420252707922073,Partial Literal
kiss ass,95567248778871386172567638939724763303112030941136657462558803768424344404882,Literal
banana republic,6623506523634915636694949397543909989993719365184846348184527024835066141564,Partial Literal
in the driver's seat,5164348053668527066424195884996051975505776898169824837557778722140243597674,Literal
old as the hills,15729378115449362020925616969306881129060806888464054817484737416881531504896,Figurative+Literal
dyed in the wool,58407831002537617592889436920600075001334453341356381182148744275616923022952,Literal
blow off steam,57990493095900290841422950569063998527119331559047395716905321942946608207660,Figurative
get under someone's skin,46269624012770924465966591822372474154797564254665571741883821728740316058816,Figurative
take a hike,85298859867981651752382833249137604048807256502970329554908899302354462748758,Figurative+Literal
broad in the beam,47599416050348997452052783081622457712935676424322002068996139045380322026490,Figurative
wear the trousers,100068386681015325388089056308216138409571954053446810740389681871101277440278,Literal
cry foul,46876271582079196681488770843172100630446521701662720577597314291904863367033,Figurative
in the dock,58647945502292321932003729978196107599259635561999863721493469973279813783486,Figurative
with a will,23609937557105573590284370378342313690545445738360101222294170106471856628453,Literal
bite someone's head off,9525613562422466645077166042324497873387030368126950953035388486041318997786,Literal
catch the sun,25918168916954988309621200425277475877742473567371611244631624198086527794350,Figurative
turn tail,76480177292072702359830903139700038528435632350631977312457433855338228102127,Figurative
put the moves on,105629083994259965116764240971450268142026860687420728108034545082671631807315,Figurative
bite someone's head off,102662543142324053611811838627150960602970543097571721399512706650461956747865,Figurative+Literal
cost the earth,15962644450675063183574464272672889443078281299364708168820967231939079285483,Figurative
kick up your heels,23686280904087435126249046652174727976802607129584957323118087671113208212212,Figurative+Literal
up to no good,110538702975856873175789390436242596186627468009846574160028587299764976948144,Figurative
cross swords,63789645143119525662055458815031316147016888281875120827713055098088443671535,Literal
give someone the eye,88259421361528489958510515277136008408372336692162427316898428738651604645719,Figurative+Literal
up a tree,51893625492988645275028272180514873835772614073793633976722186028911354852221,Figurative+Literal
old as the hills,66138314297996889402570386593361485849000019103091955938391494448561729301535,Figurative
fall off the back of a lorry,65621354162631381583802397066145203611506159686216216197070324065453043120590,Literal
add fuel to the fire,23822053817080379667334386171123876368138984619284157798306683085207032936135,Figurative
draw stumps,10874467023934558142401607426337828014743378831644749770138603681495511450265,Partial Literal
dish the dirt,71223688970854854979367719921565921445089448440509918998379973683151344513372,Figurative
carrot and stick,68696825874253602698585714630026625617041557391204946913548198512365291794751,Literal
shoot the messenger,64020465674692611280824399556361585375025867193479593330773031017695968831508,Figurative
break even,55957666372032704589062944006428018002729952587880407395813515331807132352523,Figurative
use a sledgehammer to crack a nut,50242128516908102994477509136221920606529892600866202228096907840645452297420,Figurative+Literal
rock the boat,96815054533559398096816767948571250567401537648787836696580201786681112567084,Literal
bear in mind,111878215010544575331593805407202413910266042905588760577681171564909251479825,Figurative
within living memory,84079116429884630203784477751253322692031277788698574995115918921000296203761,Figurative
burn rubber,49169962770607089341623637462387197834694813385373945325843672000453525924781,Figurative+Literal
put paid to,31158194340118639331503586769649472334445818778878540810686017792823030730933,Figurative
on the money,5689592985278113596545897529244260824436260057356666449920539768760558447252,Figurative
under lock and key,9645129927175815835037558583796189390951640324014298680991425159926061161610,Figurative
snap someone's head off,108564568853778061503667594375700305973290665821363225864104858573370359055787,Partial Literal
