phrase,image,category
set eyes on,20668264462973202597815494603433094568071769637646914300685171486286998856104,Figurative
push the envelope,93505547333039463951661143597412472431372951531200592608555119858947684606081,Random
take someone to task,27837392462838069322041234622343583039578531647290317004721846959972346095848,Figurative
go to seed,1170995688442636515628589361114922660774505744540979080344990007448877801125,Literal
tread water,24275627748517104842759712608222117085355906114461952941176764166432998264283,Figurative+Literal
put down roots,97260470128167499657150171168940612638260382791992683175091827018770197516976,Partial Literal
out of pocket,24327593001125053567847394531295346199556406014152317580674887005703935974207,Figurative+Literal
the ball is in someone's court,96643564428487878284545507622432167130271232109871727102477153847919943486724,Literal
use a sledgehammer to crack a nut,77272311495764928896826107722055551327344630264317712152493184865192569075070,Figurative
sign on the dotted line,56242913629313478982271260380770076712735560156263640020506314852451442226301,Figurative+Literal
on the ball,60781983089035472863831560094761757730956170263121096139342979874324158048784,Figurative+Literal
ride roughshod over,109954092352403066596690026073723931722964434933210710347511248354880476901018,Literal
on board,17404657591558571406610073961164229142227182280799090679437846634385577804692,Figurative
sitting pretty,50891265616436169696764727045810475624376005748659785731888817676158100461139,Figurative
king of beasts,18404887807928883887401276848289491463781068753503306392237768857218735228567,Random
free rein,60631314113374328534280673104569035910488355224483416553880986980982181474507,Random
all wet,89366607389983486037594002359755645664966410256517550389249487951571587945918,Figurative
kiss ass,36936764269935180621531788243746244148751356291906296180964029940949055795730,Figurative
in someone's pocket,24846146601584109819680422956919882918872375096051657634024244145928440429580,Partial Literal
out of pocket,37515001129923500734216763964589607979857002864164182887134878980159669047075,Figurative
blow the lid off,81254873181344890062964087899013101676009155710326662518989632611886282032478,Random
kill the fatted calf,50720329236785871220818330323220293538710703609535544122370959947035663260458,Partial Literal
upset the apple cart,67365888009255937755723432070679129438760015767298796096234655818878583621151,Partial Literal
keep tabs on,46030429309624820668470070770517247256837478089342403378009474408233529048019,Random
hit the road,53024460096496212378154418268255970082030839751393989956063799580893895012150,Figurative
ride high,62619089682114133528064672966802553517740687499087637619420224504678708087002,Figurative
under fire,36720473581569019423683370053530472331565183194926766504448379312232899820016,Figurative
ride high,1215591636673393616900268715065738422439243117640248562637486091021891402496,Figurative
in someone's pocket,37944195030805545838226816894518222815165735876434545003995146920303528626781,Random
pick up the pieces,100505081890847368542856219669072127942186493645449817324476544993124577813011,Random
come to think of it,37207241712931061066838222965268335936705607713732839697443880719920448536228,Figurative
make the grade,42584078643094287460383744867639725506882410404859302175007257042211583839217,Figurative
play for keeps,22629608226188267443241040406520497560086303188908758465430570205811052877417,Random
throw the book at,18965944259880114240783199019870689201476857651075910491158338177586774786976,Random
fight tooth and nail,10321989923545341971983546897286055471657233948138747521291947294080266089425,Figurative+Literal
catch the sun,75661986464648493106591864793993481094369259498208015005482256358484852057895,Partial Literal
slap and tickle,4697668282458265149494887304931353197896515086428839390790833991819589658268,Random
second childhood,79708793895569656184264375731594171138955494865816523608785393637836265318796,Figurative
get the boot,79384082272041559888507429302881863640342453368293499698576983077664000788567,Figurative
over the counter,92253758961149193185299637453064902245574502997653791894640292697209986769624,Literal
pour oil on troubled waters,43355095729567022331389694996782528552920278639555371788997736311374590089517,Partial Literal
have the last laugh,34849903562113978764783820619881654929641976122021252768114917683519823383508,Figurative
turn heads,72644645953755314102807617522439993004906999549959237571628505278887653382304,Literal
touch wood,56012426551457129185258331436910326184518794438726893806259181773645340442041,Figurative
have an eye for,37610435214552325979040518086564299945511858459831219205238532990821516771211,Random
behind someone's back,107520204223258925040094482980712946826618038207923619292091881919190946589580,Figurative+Literal
out on a limb,36135790089451818371893446359760836656006967286873516361922891656578500118142,Figurative+Literal
run out of steam,17229584797522074078637328340166698582715149165844737557966756645266070112115,Figurative
look the other way,56063374351716082621621118060770683466696760494783438084307899910920722860970,Figurative+Literal
from pillar to post,93673304951844415827890334144402458736491265759027701798201780555286839850541,Random
kick the bucket,29980806642874207267270381428944695696568354147133262904896489044855250688082,Figurative
put two and two together,73444754462474203423971890987505363287933834732892681340267894282915647031302,Random
hang by a thread,43168134120595882071421099722241386271525215489496151541025366682534929288032,Random
within an ace of,111261258023329570393384056518496521596531386361659967223389781740650976611311,Partial Literal
when the chips are down,235560151905961939603830486115665255297048851294802303322940537542840865830,Random
run out of steam,115579313283127146772427709395622924180615474188762558544056550447881034715514,Figurative
in the wink of an eye,2956304357429103391925145144047258600939328611831000263822965853607928540693,Literal
get under someone's skin,72669868745827659609608543546443865403762666724372909770491160023662163166910,Figurative
on the money,21044270072328845709898017738399332059216771581637312163181196635098780419778,Random
pound the pavement,5050541643488255749810555205262173440630267874359054131371190649619736980241,Figurative
catch the sun,14395011447357393555419887370438676118629606404453603430693472615487859595213,Random
make head or tail of,428897376589732710474636979589172896988632721054608162709998036914867705623,Literal
sell like hot cakes,4105233278084795727048203639949194903234754672949659871718558096320641015515,Partial Literal
easy does it,104331923562586819925048163339913859587278459242529733901502617446547321641606,Figurative
go by the board,102948320063740455038677368979517371176260999457013722223697168594644274039727,Figurative
draw a blank,80332395158072214098936880625554345088718104406983147114209772147355943334325,Random
hit the skids,85364735942465676084959291876510407373020838154572322652355302392571871403174,Figurative
head south,12812779653670246389772263929502751023232284002755139909232428829340866674551,Figurative
dot the i's and cross the t's,7972539561021335173929240810801975025894671144895408599363654339388278699329,Figurative
blow someone's mind,78463472394626757971327237544139700358942604473751200417859921971614572688777,Figurative
away with the fairies,85168071033053378409132493541970516179503130785901445468675341107437663940122,Figurative
birds of a feather,63633397474379527185178179914422302788722130120011327984252080029224678266636,Partial Literal
high and mighty,59369016280760012477213710787068004638526205416563629628285593144318202893081,Figurative
fight fire with fire,93658172195427817498647039774807952028612944131509089664877289407697369060547,Figurative+Literal
bounce off the walls,60181132735561623781012175585904021778420326257687780071281653057858791789551,Partial Literal
out of pocket,91034604208190546160008011331734340399350397230471472454422922295795976729301,Figurative
cry wolf,78555794885984994752671726337229142651442676848891476266466531919742691046386,Literal
slap and tickle,48810702740762755536389626457606788653025083620713947510545826283505685425193,Figurative
spit feathers,84600690346704749799443519932480856724406396730024311438262432293121476694578,Random
push the envelope,65630439696792494337287697565384309881588322104243676961318977892779394564422,Literal
put words in someone's mouth,80199888827294094067222784181968836307675255849847266508042899689988435719800,Random
twist someone's arm,47948695804545614358842905730986588600203266800657204505112520473310549437708,Literal
grist to the mill,101739280786388739851901268544045615183155244920046334542724492531803375265158,Partial Literal
part company,91246748033006171153991865482595340585589944430087165327607526063592360841943,Figurative
go to the wall,2319904882497399658163510078040202461016053633061748188276074170605879999122,Random
kick up your heels,60651939849740359963612441959559197080144658841252830455010592140583262369316,Figurative
up against it,111135775325144009469310170136876297382468348754437841677023415063476153202931,Random
part company,114336533196272617787212875223904982066644714863944027194064805905418056086695,Figurative
fight shy of,102093954166718604285171705082906743428875180516118472272679360777037123245396,Random
on board,4528205178658354624891507931035540978078616078383880880235089889898942560603,Random
up against it,112998930845343994678513260865848649982557980770608068730619730779563122351931,Figurative+Literal
take the fifth,115709886811284833190869323702847677815437476488718040918869392179624820971675,Figurative
all over the shop,110891231122916162315246885099001434084810199299504332010893108044477922656838,Figurative
all the rage,10571574117658617979105419860727267790116178398126246408330659438191384114582,Figurative
dead in the water,72650323108735024414563523101932507633558549935535429988619742511412597727194,Partial Literal
on the ball,105401614646446286869426264217110261423376414519769408050481102363553944220045,Figurative+Literal
play games,5540460479557887028943346049071870368908219036008715498268213060699997785717,Literal
by the same token,47685372539841321792685866308015360349191596916002440884528472932063801601410,Random
cut loose,17258947320479161442863010152332918308662135689376216962507168708294536423584,Figurative
make a move,13557486946482567534527030667180937552544210609928951342783226214097817994150,Random
tell it like it is,107696339217071752046318492389483549853770882390567373084877725197171571561799,Random
meet your maker,6174077414530992696636126985325378799803740983446177296352369141486991329265,Figurative
out of pocket,34765825156393524815094555117809927684843915435838699715490340022523903524094,Figurative
on the money,25496476598322824287049808491090953586847829002972922265891392161171185682867,Figurative
show a leg,69114357095337359508338589215819573562794486509015232255528124095904721137392,Figurative
run out of steam,51774996668348325340692428441924626478104427979210542050685117901304099574564,Figurative
in the hole,22256932779880717464811566719469119974277463785729817582385088294859486127271,Random
easy does it,73109635618297275774322197870361762763983334506996704758066761279016517570713,Figurative
make ends meet,91818508616388728357541364637264219863678560534811929320427850463776558416001,Literal
show someone the door,89560414275760500733234295125578720125008547613698629001390498953175837791520,Figurative
odds and ends,24546721982187883355865717985971958087529125497540993195294602104817589035472,Figurative
slow burn,43760362854279614341266860424229925595878387980688674064207844242182704892976,Random
get your skates on,72685660695496765330010682260815231582117315230229144357302294909481449197701,Partial Literal
keep your head,63394000867295345884600436220767736794916965076041043039213228171057222617546,Random
sit tight,74467555482225871645751850676730534164662542749055537977581142069518122654079,Figurative
get a move on,41470560353665952938316938319009172887886537077363604712276910158588847914131,Figurative
paint the town red,111714350836327453437765461171542484237730388222555702498097930183834561247048,Random
tongue in cheek,527333068436800729356745279026853757982903556975541296318744760912567521,Random
broad in the beam,53996266182263482136930120763913051238675862776717628582614874944870217222946,Figurative
the plot thickens,70943955354752672470954323413718219290641183553464951812863941201688356128994,Random
press the flesh,20946349503102108347348017615111907168720001342205101361630163838996127246426,Figurative+Literal
fit to be tied,11608527186292123259714974477742069148491058324169273759931899683221487814883,Random
more's the pity,115744672635269051941390741119576167452474669803158466963851664766359055015403,Random
fit to be tied,33543760534677192461197206379228792086079385373497411641559130702154935577316,Figurative
sail close to the wind,74978418676257448529287444521513526987056891928144787028706278543388925508030,Partial Literal
at sixes and sevens,111400131488571641364166561901164473884635188130578547406885831638743809270320,Random
press the panic button,100248715910045979723309238792351423856829090934065445329614865085931883448254,Partial Literal
hair of the dog,30456546621091670689647795426765315569101357078746429088531793972624000777000,Figurative
on board,53408173840644588849153221071961794043814719392472719666428629154350375447947,Figurative
within living memory,95655016631440404595003066046977471807743642769888231776586139144583752507165,Figurative
play for keeps,34974254396086980977275767355988101523346686303436214415167836436527423807952,Figurative
out of line,105014611259041182328073808349642562588957810865716583599296622362692980663076,Figurative+Literal
smell a rat,114016342097671649890593823470335374138481793701086568237493553930039459706570,Partial Literal
whoop it up,26124307377109872705773196255565971645515378610628097272168051162389156490293,Figurative
have the hots for,73378695215828628738381039020766444008473693453673836187194898363546553722086,Figurative
pump iron,20587545815940941709565764239308861885551782657786851308925767752223731610385,Figurative
moment of truth,44771203963200745013756218499963656556953640987170279053136518966369646163339,Random
lay down the law,16061689046826207171525754224105253127025872960834208219361103111080191129910,Figurative
get stuck in,38888706622889125870429826725597694274076573786867587520029213697715964119742,Random
pull strings,76250083845393656596928722201531152550704935326973535713894656230816867587804,Literal
come to mind,52973493116590730482579602223280198423181598675172045111482180158560087659390,Random
off the hook,44232424250780305555595185631745663918964182826828920921030043673858717568546,Random
set eyes on,39983828742615453140843103375169067468713649545926931691261698901791936126356,Figurative
above board,8001365201096812724109055738948528242800684464249240702556012530968015650609,Literal
come unstuck,50354881021844916392116191571188097205268052612637364231254318213756730755596,Literal
kill the fatted calf,27714235957780911615713121412061548157239097101316338991929790820487471392946,Figurative
get your skates on,8378756387441500441548216750321106072508439916347501628048347634392834210783,Random
ahead of the curve,96958775388165234164438983439957924276388153104306553397026466284521014256825,Random
ruffle someone's feathers,27835735424392139324477050805335471971681161637895815684904933912424985596113,Figurative
blow someone's cover,15573623882430995830735445955845448670605043803371904574741118132580559486319,Random
throw a wobbly,63783869587028723636517972338096170169268028639025747521441260516625543641016,Random
beat the clock,70963175459672928550017312477488725341098055418668605300051027671246438969414,Random
fly the coop,97526422401108301142324013585602424448348057051979634459412793844949547895337,Figurative+Literal
stand the test of time,71347531020926322344204553115710220265624426953252373196839725055362585787217,Literal
move the goalposts,71931382722167922962197608643981513884262854416852598952438542771445286629602,Literal
have a tiger by the tail,25608732086431149098057426916074565111068932437821030531689780566029663699979,Literal
have been around,28146233908832551045871579498653066894407490931677834917645900077839252890885,Random
keep the wolf from the door,72257272902884191157958499392080573203746686039457434201819512848563475230074,Literal
sell like hot cakes,74623225323209427188696813674377108317949814983475273883018756615753466686394,Partial Literal
leave someone in the lurch,46808439992634313673929964097396535742401366057050236332459441196520406716721,Figurative
ring a bell,101828497717635066350542625580836424092524424949636018068681537527145658352689,Random
get stuck in,66932437057148748557902944609672714750728462404384580912536970266170510085464,Random
on the skids,51833617135438557773573404500125908561836766938723906521931948695195939140299,Figurative
burn rubber,97591763784190435197118646874452404015272692844813026141004716032969879386354,Random
from stem to stern,98513016184512741620429049906116034189045633631682326580010229865743396827063,Figurative
hate someone's guts,107928476409736441867023570943100278369533547043011858557268077149903373577978,Figurative
put the cart before the horse,8877419720405071107393960769311337971165039564197133195295535019432742224745,Figurative+Literal
seeing is believing,10121223636367879711949594457513555068833296881471285326986492404829095989457,Random
rub shoulders,99729095844511694163958376475219495080016313015101031236766402177128850440701,Figurative+Literal
take the cake,17646542326801802279568782601458491566930086404327727276516275496248515205511,Partial Literal
beard the lion in his den,106150685673051963020648575172626941383770582718693165653835533144783271122637,Partial Literal
piping hot,88358888411032360389331218871561101651784219889311724895388883281212165287372,Random
all over the place,35713545295854004468412716212885328899696384998989308898747229410790468892980,Figurative
change hands,61270434563937609211847267235858031541163113177938984547854521533244322413511,Figurative
get under someone's skin,111767783001843066925636459778344556356192917094006120963203587807570176323526,Figurative
out of line,112576404432308859952362667105593613284202323001646187837690010021723385518869,Random
chicken feed,91731872253822120741667839184395471789576829627910568712856037658891669107675,Random
hand in glove,64828643024672201366097067699269048464341372746997740540370882548937845529459,Random
night and day,93471701580865827901102422140889905497585033862736731098140087284152590012915,Figurative+Literal
tired and emotional,65200014397206385460929560632122881980225955512573445115395469022033481847774,Figurative+Literal
behind someone's back,20656094690021061556622069851553246090464208663918379496722826869569487266320,Figurative
for my money,28501210301556968919003702155084543459302299037140881402673962472969032272067,Partial Literal
odds and ends,24253721130026079827853870880128137563896318944418615233308495952231004738517,Figurative
take a hike,67656595811373165601130012157885940909552596219338557978362629841654924114453,Random
kick up your heels,23474389469289587905753466924147068450763189299857827030031533621634152874923,Figurative
bounce off the walls,97578948724818577844780522716778800957399056455330826891523366744055199090167,Literal
in a nutshell,95659470734365001288779196148615712039793125650690260534818868152126662862830,Partial Literal
dot the i's and cross the t's,57434120353156448951445655599660978587780911984225888679635815823234191516682,Random
talk out of turn,43891922374230950174006029335002690722550453532106550430326262409410180407031,Literal
play games,67895075123151527502408181885746603932853209195305131657775947041653941375026,Literal
on the horn,52973493116590730482579602223280198423181598675172045111482180158560087659390,Random
hit someone for six,24756287020391598028436539953946532419166464437637380617751715306626495880858,Figurative
break even,80653198354146701964285798930366380604392710767165149193975181786752196963540,Random
bear in mind,111846209928951197774273023507767956872399440670281905840875660052408836103396,Figurative
easy does it,76635381892322047445969651439471735398826102806332160377134678369062095483616,Figurative
go bananas,54744108305845479010714934164203812157743616653424018141934615076448221633173,Figurative
jack of all trades,67556315522722129716992184338550111532016249376039233216348869502301227515121,Random
take the cake,69691358998472959257111810716677461225628394512999564372616149996607844404517,Figurative
jump on the bandwagon,24805039091644465816376981352402986379339980411275723501348248988731924017729,Figurative
on the wagon,87993052071008810415705729198500119639441714327372557752159523420171424777108,Figurative
bounce off the walls,51413156047783829247342530704510071761077982909120409374735887186121672892934,Random
sleep rough,90048070421318668256501405839511152587739980602199382989625291918055921656811,Figurative
fall in line,64651097217008407859272417294002641517498193601739574081316270742038493066811,Figurative+Literal
in your face,37929878639809109729807501015714294290135842664297043243783796919282932905122,Figurative
lock horns,37936362087552948613600668036547430794853549667711589432961077917548248208741,Figurative+Literal
blaze a trail,105376974637874814989535604718373820044861173247470040227408057170850034387583,Figurative
ruffle someone's feathers,24628753175701856195498283511729819323249767938555341360201369344029407302106,Partial Literal
take the wind out of someone's sails,111527799938947801205951048888230702477508764673380997164847228237642784477984,Figurative
pop the question,68830928658821056998602786687930940226140377438195149836093377126088021947091,Figurative
on the ropes,93961176025911453394487288231830576100705668223761744709924639412591524254183,Figurative
in the swim,4136518768821579274970195238182260416504120011015495636230310950943480443510,Figurative
with a will,25090818279206398088269791489244443520990438820621419361044934275000706525424,Figurative
go with the flow,26261918730814872307786246799935051294497491488902000362948071231855478815015,Random
pop the question,82154702804705350702557647855173600210099478486232388529089241684160286460380,Random
kiss and make up,28216417434804744172234431059780745079535366472519962215151741256852009722620,Random
put your shoulder to the wheel,10881627139114851284328723308163706874971507641098789225992617769795790254758,Figurative+Literal
strike while the iron is hot,32714157739922053099967163317068466583333626408821498727242169764841795572130,Figurative+Literal
all dressed up and nowhere to go,104059877173202535551079480666830566278261577212512619563933645053296153056145,Random
in business,49037058610106835419089472805874231621157609934678274125086095443592553035035,Figurative+Literal
ride high,8987047560125416804072845244319537418679611010297981135490993160382052208357,Random
on the square,18524494146678153576654480616661425637794849050215896164768480474270679922491,Partial Literal
grease someone's palm,110293226544112173005347447975571742256773375821514855484165822222550775152900,Figurative
bark up the wrong tree,53108430875607017353034330103800422186952874599732061158429364176914605416566,Figurative+Literal
six of the best,20185481595963553813083913396168307759876436236785028889345304265825527269835,Random
bark up the wrong tree,106676741586482923610522096702877591977134159612313986711126145746224059820006,Random
hold the line,89948394737476828017201094160480213698577092119344054308439070868590616377833,Random
all the rage,91807249186087665854956962758726837603092999587407338295783911857765897073576,Random
kill the messenger,81427355975417406052771043240657150154926108553355283724761033915142403198328,Figurative
run someone ragged,110142476626546614830847703272664665254900143831478655643954125875528317512081,Figurative
ride roughshod over,109846658201069571238250438761913106165512210354926355835559532319462418641595,Random
left and right,54625149503528545275499445894967665503230129887755704028444550849559605212350,Figurative
from the cradle to the grave,24363141550835482619611825330467351040126454604781283549630957760882753299165,Random
on and off,61339307288640633629698279951001160529532964836185013217187251140089275643494,Random
up against it,21612822873861570436360079760341015020208966632699472890809280370135529272912,Figurative
a little bird told me,22640120591285288476813538312853327607149146943052397021886144436603712032751,Figurative+Literal
make ends meet,79652827186307891275156649016477631179717751022090163697752107835560544393638,Figurative
go to town,91362960278161636388862141335690867417812762902672189190294625264478752604144,Figurative
keep tabs on,65228705827731115612882208985729367193894387722543348436103041222983483478076,Random
put your shoulder to the wheel,57208896648990502460440971861866835809841852556179678054591552518627683013523,Partial Literal
give someone the eye,41478182879677229193585143967298122305035830806913337411808300731588686365444,Random
brass monkey,13357209880403564394389855446856626459126823999874649710884872865983400211502,Figurative
dog tired,98994577701251491723125474753049955588553860446303587988916391362514148249131,Random
run amok,78808333370577354703383150795685567213600062067898271718789163056123693359532,Partial Literal
jack of all trades,67536291717831896014477662826997633886130674627901987781476570433212959090774,Figurative
under fire,11949617215113103262906482468354185481583471544471318951498419386778569453693,Random
speak of the devil,10629601616459098062345366938665868153616695738744637762931315716167715709784,Random
do me a favour,84594669622844994712806909144390375230157525189380126957420292893629967471358,Figurative
hit the ceiling,35022640887387416484063174198190928030311941152601550939753590979182670285234,Figurative
up a tree,43961378535185985650180900584580673046708862632076695614527595777841577655561,Figurative
in your face,63237472326739224351687200137137533808820176564715747132049743002321568565035,Literal
night and day,64612988276442166471111273553228492368464564149512030827603110913971516128449,Figurative
sticky fingers,43345745192019068735414701967986993288882415545635665649390348291179181244113,Figurative+Literal
full tilt,7031794818596621271816252975765853356294324914609810307258135522738415435296,Random
dressed to kill,19412001390022564993439096824441078308925475821487337101892789980619309746148,Random
roll with the punches,98671267585658945968853633556883695039303882393296005479114047189816492851963,Figurative
jockey for position,51051647695912813545793269605155732578869247938331564744761017269681559128148,Random
take the count,4178402697547932246200516192083621519115334296754848381227738874593496078410,Figurative
sell like hot cakes,44945729303906455303859315623766900666769506273257854674666220786419632943149,Partial Literal
rub shoulders,93463310013676691190628835593403601960363994785997034359027911522068484423157,Figurative+Literal
wear the trousers,100068386681015325388089056308216138409571954053446810740389681871101277440278,Literal
out of this world,1955118156005070789933526546987384383939642401008184551344393312174240318793,Random
catch the sun,73463017215642228557671353483725946139174650709722560920388610614524188537249,Figurative
full tilt,51622553802711585251776217391304090488501524546934655504671862021224452720505,Figurative
get the boot,111291246171748030625382432311962304323532059780958174201168518700917030963876,Partial Literal
put down roots,63306631399331235397967899765471236849405954131834387874989155454446338691154,Figurative+Literal
go halves,8619872723844393014272222346999902773340779485149743622114216560126418846780,Figurative
tired and emotional,35661100780885545730594882849955638303665222469896811966445741272288626571632,Figurative+Literal
keep tabs on,46582895568644731093560026204214509993440554949247084738662401516732321558127,Random
couch potato,99118792076883471197285015045322569932609475690618597136799767253930221746743,Figurative
on the ropes,23352586037853942873310900580775445692631442114025973386990202097242504891530,Random
with open arms,22261813618777653299251944112774482557030286206365039455847294901479734866504,Figurative+Literal
burn rubber,15491671859894382288700778628697141251890734714415519847061553048331976272769,Random
hard as nails,14553992733009217478612839592116316201202883794532896066367060355637621067122,Figurative
take up the gauntlet,13935606201454194178162899212059254944902030768420202588974601853989114517968,Random
pull out all the stops,109030539402910652600270515729859750484691933078515891252052936862483208041504,Random
see red,111823813692343231209573989936360487391838724870615347678574812182162820809602,Literal
draw a blank,4433967666001047038128761467679420764335391459897999447129080083590642370952,Figurative
hold the ring,38796120316290063231716717188108419609690684332461056365067895623014798137303,Figurative
make a move,81861540342009326404501068828698705455878610018461433305636402654016969165799,Figurative
tie the knot,17134417464736239063825102859628253681406275037627984053843766064806336984957,Figurative
seize the day,64531360126243682686104606556224822680655176434484943886474928430726518103448,Figurative
have someone by the short and curlies,40351860389433670153850944389722516984289493152576214448765296143783085732445,Literal
pull the plug,23120712283436712655466688304830857390812753567034000504382309478898272663652,Literal
count sheep,57483564565432648134972944997434105583103806571583418888968829872682812827777,Partial Literal
take someone to the cleaners,112820574593718323597977741434984022548704655556951566609438458554949586413715,Partial Literal
show a leg,55805385255488188444568940530955937033732904460229714167653260740326226743120,Literal
kick up your heels,70336889161617625417110060695054521575690413223603343144828753036302084830276,Figurative+Literal
put paid to,10520075045278512300977956992801803222448814299340867093086492242012719435491,Figurative
free rein,7579006656876134052215336299310577389421738859422327768651780712217512194892,Figurative
part company,24029722197897729572232288092240517361242929221449027328916659158026669825854,Random
smell blood,52168544525447714730932884363695419953616561425586494790370148234238838205964,Random
on edge,59271298235735030662345229741409437940043644810760674826588052280599329288852,Figurative+Literal
get down to brass tacks,82167150539845668296137447451804838926177414302619511090077898969523236362436,Figurative
laughing stock,54880206283573147114020380369021515650124058889740858306707041297385806480448,Figurative
be left holding the baby,23671399455448973596548783550705533718080580071745863224510509451054839685279,Figurative
head south,14010768843797716624363845857683531149034312646632121010345625081475687494614,Figurative
change hands,21348837468958184569539068400315570388650206816631505445511134391918091835440,Partial Literal
lose your shirt,88995715203968871551084919633293909609514533444431928349414812773601988130825,Figurative
hang by a thread,17677811765189789146282664621304204784599700398167146176439167648304748513212,Figurative
cut a rug,52110576299179862910950853797804531415889596967298682393082780018684396767503,Figurative
sitting pretty,4600065202928825463221966047590424856467305569291006613170150057326595501797,Figurative
on paper,26409949091958782745630943582496735005094664920442961466342763863548802080793,Literal
on the skids,12744534645544397178601903718533072690016330640481388887101543348436677260781,Random
jump on the bandwagon,62724138339272537975288949143029777032368008033152892268860662577417406186873,Literal
away with the fairies,31775934452352689982338559349074125649058179457585530492018062128584368903943,Figurative
bark up the wrong tree,66081008414335466618261471237189604060445878384512715965937799500051359452538,Figurative+Literal
ruffle someone's feathers,105713700305761210383081530395153137000877242476931534441525724512774851344977,Random
take a hike,66109145816040790738972406678859576086183783941923188072402270094171041930530,Figurative+Literal
sit tight,42387567830143672112880775006897443311101595960821796635786468023656423621271,Figurative+Literal
out of pocket,9607801857909309879047593546636891891680818057223399213076248362719173176724,Figurative
slap on the wrist,52398116159699500755016759048067828750767807842963417162039774158943984024576,Literal
cry foul,20897315711394671549307402504665091515802483117292170777385887485310658251223,Random
split hairs,54717129070660543961973074909069235254074118138878087820194043440652057780133,Literal
light at the end of the tunnel,34673348394663536354259728153289289815451510515412756206940836838221520561397,Literal
come to terms with,65728051577312716355382804693965794287625612501284737161597923257578229695502,Figurative
keep your head,19084053342092036904369198791870597553418801823786010493632652286085289794807,Partial Literal
everything but the kitchen sink,115705573148659854835339966257344683458927231084981343201304785161721569387240,Random
slip of the pen,114603130165695966773504307180511351914571891361467016059836572107947013374154,Random
mend fences,55015595903173298960841816176358796476582627416590959827347784608695975971687,Figurative
on the warpath,46839574400378111019424261209177674817375105857838556620341469513847674630429,Random
on board,112217597668417785219070024820789331553501000561275775795830363489561962854113,Figurative
all over the place,91946188359975433838887202992662535987927502923972462573675741691877690204434,Random
blow off steam,56649879514216555651148761966920828329417560684203598511221249891122471665936,Figurative+Literal
six of the best,41718077649207763575247448682116003585618179867012745147890013372593899962839,Figurative
on top of the world,35051467614389603190737551781099027095405056466301591704157767256968619732938,Figurative
count sheep,67419656264558844902485680958055582920600300208001082919783951773351140344109,Partial Literal
in two shakes,99422704537304841328015775627505636019002078231633132327739280100136821232380,Random
fall short,48855983278532202754329355067058579590052887974560255291927630092079135970265,Figurative+Literal
paint the town red,22406081900546607423366194663944525610409186477049069228292159027224476380546,Figurative
go downhill,13136279315874199426639126173794761738545821142954775023721571566940735020017,Random
kick up your heels,2005363208226124668408876058674592247400389443077582929478357198069675289052,Figurative
water under the bridge,7685079552530094906991246568662876907557197107689765912652144871111114699659,Literal
save someone's skin,54913678929026609982134024306049422912244513935582139794303805312671068993576,Random
go by the board,66826539225137649899207355263352235505367888479591634397274320033866121704735,Literal
up to scratch,45138939631286525297717694587657554751230195886842800634484619913892664821559,Figurative
take the gilt off the gingerbread,115568779832530408846969388000197626064484077724463614115477288041310711219761,Random
come to terms with,24270235428342828561717087557096042219615878865484309658723865285084529760189,Figurative
in two shakes,68595288143775816027835646049895159976598051175905252434426053800269199412901,Figurative
second childhood,8081716968911224645729655935823392782140298158527935852417262255401879799886,Figurative
the plot thickens,32770042041444413134967784775129871580198003888204847636323314881439875052957,Figurative
up against it,81303969904164088296323783419436789057995016347041753153971978630450433525158,Figurative+Literal
lead someone up the garden path,10375636123463409585913584933646511283421614246991580082897513019752791061309,Random
turn up trumps,65042465049098974880172479369507107495384302035721123606978121693518786229507,Random
pump iron,87061654783669480293318179270330758069373380127571382556562855833146941273612,Figurative+Literal
lift a finger,18450000783505959079540994055826957495102191442182703468087142606137851760188,Random
bundle of joy,69415060381611137156284653806099671825588887810713952656467163736485198279115,Random
foam at the mouth,69885849354480885669680754896976894521731605019231332276552389911989554543793,Partial Literal
put the cart before the horse,76812660804242167137701070871109607023075278926773693412519422395712766935485,Random
cost the earth,15962644450675063183574464272672889443078281299364708168820967231939079285483,Figurative
go ballistic,31229621293634445681318499356137817640917326780780009196459219666482072788993,Literal
white hat,52084610976465907362591601575856907277046741125910224885729419600483135824401,Random
hit the skids,21089024076046238586541460905867144894204117984787417986429220176639033079606,Figurative
out and about,41282784277975584837117138723174484038711812578801260008759312686256438533612,Figurative
water under the bridge,102177863009647642964085570989011229459692529840354368297862258063282719549237,Literal
tired and emotional,57897863628498291434351564987263830692882344351900102194944674508591595254599,Figurative+Literal
all over the shop,95342838745260541172177220696365047638801452349556253434381216288978971736510,Figurative
touch wood,11956847452652040694095640662365645149170732181448920959875779070062736783562,Random
pound the pavement,24491122660233871821776580775810402971598781878879079810838578235864790286502,Figurative
neck of the woods,72604560419306855955781857745650625388269729216825697038783410909897846500027,Literal
with bated breath,63292893973698826201394406013843157492376637821601106473095274034631922131844,Figurative
eat your heart out,88077737194241157853499746439365455338448630732740040851099953171336723204779,Random
dog in the manger,109669158463291670256762726760655841633410391155117407534547934856485535897939,Literal
get to the bottom of,114002626070632105479069519106310016056375262631022440546039470093367108480237,Figurative
up to scratch,59448461191555853671284141463922800951082280287190317287130115084830365930943,Figurative
jump down someone's throat,13412922451085668897489534366774750379590307254122494703666639432419503026656,Random
on and off,63994238878388314840893232068299489553829115292019811895520783590651905605780,Literal
